date,open,high,low,close,volume,dividends,stock splits,market_cap_proxy,market_cap_proxy_billions
1990-01-02,0.252883556617303,0.2690248391143994,0.2510901818888899,0.2672314643859863,183198400.0,0.0,0.0,48956376.70516967,0.04895637670516967
1990-01-03,0.2726125272289746,0.2726125272289746,0.2690249383449554,0.2690249383449554,207995200.0,0.0,0.0,55955895.85604666,0.05595589585604666
1990-01-04,0.2744058488019759,0.2779925985653503,0.267231487225426,0.2699223756790161,221513600.0,0.0,0.0,59791477.1572113,0.0597914771572113
1990-01-05,0.2708193361759186,0.2744061133429502,0.2654383442935155,0.2708193361759186,123312000.0,0.0,0.0,33395273.98252487,0.03339527398252487
1990-01-08,0.2690249528367118,0.2726125419139862,0.2654381779178573,0.2726125419139862,101572800.0,0.0,0.0,27690019.197320938,0.027690019197320937
1990-01-09,0.2726124499744608,0.2726124499744608,0.265438088397911,0.2699223756790161,86139200.0,0.0,0.0,23250897.503089905,0.023250897503089906
1990-01-10,0.269922538213369,0.269922538213369,0.2564705063738612,0.2582647204399109,199718400.0,0.0,0.0,51580216.7427063,0.0515802167427063
1990-01-11,0.2600580024473579,0.2600580024473579,0.2475034892559051,0.2475034892559051,211052800.0,0.0,0.0,52236304.417228684,0.052236304417228686
1990-01-12,0.2457101139422464,0.2492968885153973,0.2421225252107541,0.2475034892559051,171897600.0,0.0,0.0,42545255.794715874,0.042545255794715874
1990-01-15,0.2475034799501335,0.2564704040729507,0.2457101047039032,0.2457101047039032,161739200.0,0.0,0.0,39740955.76672554,0.03974095576672554
1990-01-16,0.2403291277615556,0.2510902657204086,0.2349489778342197,0.2501935660839081,214244800.0,0.0,0.0,53602670.52693367,0.05360267052693367
1990-01-17,0.249296915789457,0.249296915789457,0.2367424012244911,0.2385357767343521,197299200.0,0.0,0.0,47062917.921066284,0.04706291792106628
1990-01-18,0.2367424359558232,0.2403291875017401,0.2313614465867186,0.2322589606046676,273291200.0,0.0,0.0,63474330.05440234,0.06347433005440234
1990-01-19,0.2421225161072989,0.2475034799501335,0.2403291169152359,0.2457101047039032,265137600.0,0.0,0.0,65146987.456941605,0.0651469874569416
1990-01-22,0.2439159272097712,0.2475035163337599,0.2385357767343521,0.2385357767343521,145611200.0,0.0,0.0,34733480.69322109,0.03473348069322109
1990-01-23,0.2421224415302276,0.2457100290218051,0.2367422935028641,0.2421224415302276,140873600.0,0.0,0.0,34108659.97915267,0.034108659979152675
1990-01-24,0.2331556150554092,0.2457101290171094,0.2313614015274966,0.2439159154891967,169792000.0,0.0,0.0,41414971.122741684,0.04141497112274169
1990-01-25,0.2457101419622274,0.2492969169444024,0.2439159283397875,0.2448134422302246,111540800.0,0.0,0.0,27306687.197113037,0.027306687197113037
1990-01-26,0.2439160106443848,0.2439160106443848,0.231361491784984,0.2349490821361541,181249600.0,0.0,0.0,42584427.157545075,0.042584427157545075
1990-01-29,0.2367424012244911,0.2403291522442131,0.2304647368627929,0.2385357767343521,119929600.0,0.0,0.0,28607500.289440155,0.028607500289440153
1990-01-30,0.238535765272303,0.2475035044407956,0.2367423898486167,0.2439159154891967,116446400.0,0.0,0.0,28403130.261421192,0.028403130261421192
1990-01-31,0.2475035044407956,0.2492969038103169,0.2367423898486167,0.2439159154891967,143942400.0,0.0,0.0,35109842.27371214,0.035109842273712145
1990-02-01,0.247503517965439,0.2484002176991991,0.2403291538285949,0.241225853562355,117073600.0,0.0,0.0,28241179.089617725,0.028241179089617725
1990-02-02,0.2385357416690056,0.2492968791421966,0.2385357416690056,0.2457101047039032,118473600.0,0.0,0.0,29110160.660648346,0.029110160660648345
1990-02-05,0.2457100502628009,0.252883573604143,0.2439158373099644,0.2510901987552643,101752000.0,0.0,0.0,25548929.90374565,0.025548929903745653
1990-02-06,0.2492969632148742,0.251090339065901,0.243915973611527,0.2492969632148742,73920000.0,0.0,0.0,18428031.520843502,0.0184280315208435
1990-02-07,0.2367424012244911,0.2439159272097712,0.233155626258933,0.2385357767343521,312446400.0,0.0,0.0,74529644.71185207,0.07452964471185207
1990-02-08,0.2385358126658372,0.2403291884458406,0.2313614474955906,0.2367424368858337,186636800.0,0.0,0.0,44184850.84457397,0.044184850844573964
1990-02-09,0.2403291169152359,0.2475034799501335,0.2385357416690056,0.2457101047039032,168078400.0,0.0,0.0,41298561.26246452,0.04129856126246452
