date,value
1993-01-29,100904.05
1993-02-01,102835.18461946992
1993-02-02,102950.36166240471
1993-02-03,102633.77856003295
1993-02-04,103493.72335518492
1993-02-05,102040.19240690907
1993-02-08,102832.13348702627
1993-02-09,102650.75896880169
1993-02-10,103102.7886893845
1993-02-11,102002.25130184894
1993-02-12,101281.72090533181
1993-02-16,97051.86026225226
1993-02-17,97896.79687562845
1993-02-18,99069.28172499182
1993-02-19,99724.71989370817
1993-02-22,99330.63283923622
1993-02-23,98651.4433637736
1993-02-24,101445.17643249042
1993-02-25,102942.4260219391
1993-02-26,103148.9008257569
1993-03-01,102339.28966781612
1993-03-02,103905.41828415691
1993-03-03,105087.82706204649
1993-03-04,105049.64036005925
1993-03-05,104221.62590615168
1993-03-08,106325.27654376074
1993-03-09,106641.11775378176
1993-03-10,106712.45646661808
1993-03-11,107017.07137958982
1993-03-12,107359.53848408304
1993-03-15,108012.70288591337
1993-03-16,108043.20252294478
1993-03-17,106506.81986116283
1993-03-18,106481.33806620052
1993-03-19,105042.66071400887
1993-03-22,104011.20652472411
1993-03-23,102942.74103262615
1993-03-24,101732.06346676825
1993-03-25,103196.42970866381
1993-03-26,103777.69253656143
1993-03-29,103726.86354537116
1993-03-30,103484.93404348844
1993-03-31,104452.83367875981
1993-04-01,103982.84224806953
1993-04-02,102692.45923087609
1993-04-05,103579.95788042333
1993-04-06,103726.52593552977
1993-04-07,106492.395446448
1993-04-08,105877.0689777198
1993-04-12,108280.1812274738
1993-04-13,106919.07804710531
1993-04-14,107620.37509339949
1993-04-15,107112.87840266302
1993-04-16,106535.87122884534
1993-04-19,109708.04243817358
1993-04-20,110222.55683563097
1993-04-21,108920.53767093446
1993-04-22,109463.51393471366
1993-04-23,108954.39167093027
1993-04-26,106517.01445359201
1993-04-27,109397.10457103245
1993-04-28,110325.14482993516
1993-04-29,109799.53388465615
1993-04-30,108980.68538906047
1993-05-03,110270.59464411603
1993-05-04,111772.22072011449
1993-05-05,113444.78174951086
1993-05-06,112242.02856321179
1993-05-07,113677.5855127061
1993-05-10,113873.58439768161
1993-05-11,114854.51549791143
1993-05-12,114486.80340686237
1993-05-13,112651.61193645849
1993-05-14,115838.00230719798
