date,ticker,action,ml_score,shares,price,value
2015-01-02,AMD,BUY,9.778935520971366,9363.295612598216,2.6700000762939453,25000.0
2015-01-02,TAP-A,BUY,8.280028844367758,281.4485323156477,88.82618713378906,25000.0
2015-01-02,NVDA,BUY,5.589272894345509,73587.9859213964,0.339729368686676,25000.0
2015-02-09,NVDA,BUY,3.9635386710990126,60755.03529997047,0.3439486622810364,20896.613118261987
2015-02-09,AMD,BUY,3.663194393650204,6873.885980421029,3.0399999618530273,20896.613118261987
2015-02-09,BLDR,BUY,3.4583189683892286,3332.793170945769,6.269999980926514,20896.613118261987
2015-03-09,AMCR,BUY,22.931893318277712,2787.145085176057,7.663407325744629,21359.02806365133
2015-03-09,AMD,BUY,5.236076390401891,7289.770504097832,2.930000066757202,21359.02806365133
2015-03-09,BLDR,BUY,3.8498831474266617,3559.838010608555,6.0,21359.02806365133
2015-04-07,AMCR,BUY,22.931893318277712,3468.1078400199654,7.940307140350342,27537.841445615533
2015-04-07,NVDA,BUY,5.466108970294924,71780.10112839458,0.38364171981811523,27537.841445615533
2015-04-07,AMD,BUY,5.29482182183023,10199.2003552888,2.700000047683716,27537.84144561553
2015-05-07,AMCR,BUY,29.616067240466922,3050.575824499463,7.820565223693848,23857.227205321688
2015-05-07,TAP-A,BUY,8.754713886634105,327.5047962164966,72.84542846679688,23857.227205321688
2015-05-07,AMD,BUY,6.121338521994811,10283.2878843988,2.319999933242798,23857.227205321688
2015-06-08,AMCR,BUY,35.82104328213269,3389.481238049476,7.940307140350342,26913.52207656777
2015-06-08,CPRI,BUY,5.947713335471412,558.9516349672951,48.150001525878906,26913.52207656777
2015-06-08,OKE,BUY,5.82869464060599,1074.4824530093763,25.047893524169922,26913.52207656777
2015-07-07,AMCR,BUY,35.509665296294386,3259.580297505187,7.940307140350342,25882.068710825726
2015-07-07,AMD,BUY,11.141273143398893,12383.765441977435,2.0899999141693115,25882.068710825726
2015-07-07,NVDA,BUY,6.294413854270347,71087.31716350213,0.36408841609954834,25882.068710825726
2015-08-07,AMCR,BUY,29.44972204292653,2642.0659410293506,7.708308696746826,20365.85987061513
2015-08-07,NEM,BUY,10.48254241373866,1434.2486386951641,14.199671745300293,20365.85987061513
2015-08-07,FCX,BUY,9.096552534776729,2019.609973548086,10.08405590057373,20365.85987061513
2015-09-08,MRO,BUY,5.616480587085017,800.2111949830088,14.942502975463867,11957.158162033105
2015-09-08,FCX,BUY,5.155146913848645,1200.5707625346931,9.959561347961426,11957.158162033105
2015-09-08,WYNN,BUY,4.999191532562162,177.5785521195916,67.33447265625,11957.158162033105
2015-10-07,AMCR,BUY,24.67532325689448,1673.3660931285067,7.185354709625244,12023.728938188111
2015-10-07,HUN,BUY,10.105260966729487,1224.2860847518864,9.821012496948242,12023.728938188111
2015-10-07,AMD,BUY,6.572480685795702,6464.370347158361,1.8600000143051147,12023.728938188111
2015-11-09,EXAS,BUY,8.489387529439927,1734.1039984744448,9.390000343322754,16283.237141032398
2015-11-09,AMCR,BUY,7.726478696549098,2258.9609369445197,7.208286285400391,16283.237141032398
2015-11-09,TRGP,BUY,4.282223737929215,513.743867236654,31.69524383544922,16283.237141032398
2015-12-07,AMCR,BUY,34.425033972965004,3007.0606420966874,7.384098529815674,22204.432066372727
2015-12-07,EXAS,BUY,11.68584872558681,2701.2690200798147,8.220000267028809,22204.432066372727
2015-12-07,FCX,BUY,8.514757096670936,3194.5755491269842,6.950667381286621,22204.432066372727
2016-01-07,AMD,BUY,10.46740588083086,8384.416272395161,2.2799999713897705,19116.468861180892
2016-01-07,KMI,BUY,10.113257433586337,1798.3869080209404,10.629786491394043,19116.468861180892
2016-01-07,TRGP,BUY,9.820278698498154,1336.3935350502634,14.304520606994629,19116.468861180892
2016-02-08,AMCR,BUY,35.3292320838149,1571.1825448340946,6.650276184082031,10448.797858755577
2016-02-08,WMB,BUY,8.285082092489109,1365.2910978660223,7.653164863586426,10448.797858755577
2016-02-08,TRGP,BUY,8.126998679119694,762.7855984403988,13.698210716247559,10448.797858755577
2016-03-07,EXAS,BUY,18.07965999835321,2219.618923536543,6.710000038146973,14893.643061601948
2016-03-07,DVN,BUY,7.481121690296871,722.5062301973761,20.613861083984375,14893.643061601948
2016-03-07,APA,BUY,6.289272186937865,328.56744039780926,45.32902908325195,14893.643061601948
