date,value
2015-01-02,99937.0
2015-01-05,98589.52729182235
2015-01-06,97192.68798026812
2015-01-07,97227.45393021229
2015-01-08,98251.27361075097
2015-01-09,97524.32330870618
2015-01-12,96754.18573839522
2015-01-13,96600.04966947617
2015-01-14,96237.3198614244
2015-01-15,94578.76254511885
2015-01-16,95137.03086616792
2015-01-20,95400.15577757216
2015-01-21,95948.4082273393
2015-01-22,96862.59131305545
2015-01-23,97095.17685778905
2015-01-26,96799.43781171643
2015-01-27,95723.15375675561
2015-01-28,95498.90020878428
2015-01-29,96001.75468062813
2015-01-30,96406.73217094655
2015-02-02,95948.29789755802
2015-02-03,96101.67249985269
2015-02-04,95877.7133158504
2015-02-05,96020.27895994278
2015-02-06,95875.72416136485
2015-02-09,95624.9935060316
2015-02-10,96556.39090955803
2015-02-11,97070.45741414693
2015-02-12,97749.81652358682
2015-02-13,98302.09224524364
2015-02-17,97847.44504105444
2015-02-18,97795.52365578004
2015-02-19,98199.75958738757
2015-02-20,98452.15322632183
2015-02-23,98590.56246668636
2015-02-24,98505.77287394209
2015-02-25,98635.65237603977
2015-02-26,99332.38547998632
2015-02-27,98878.61157484229
2015-03-02,99752.97234145264
2015-03-03,99884.48206142444
2015-03-04,99626.89692015726
2015-03-05,99664.18500513324
2015-03-06,98952.52769855518
2015-03-09,98943.38081880563
2015-03-10,97490.01163616963
2015-03-11,97113.27366132857
2015-03-12,97822.28476268722
2015-03-13,96803.55992660936
2015-03-16,97133.13949602962
2015-03-17,97241.61474588522
2015-03-18,98437.3271455275
2015-03-19,98736.97772084572
2015-03-20,99106.83280001482
2015-03-23,99321.26637493435
2015-03-24,99796.53861720189
2015-03-25,98498.54343363256
2015-03-26,98189.59940115285
2015-03-27,97956.62385140103
2015-03-30,98310.57180882945
2015-03-31,98065.50346660486
2015-04-01,97484.30096074528
2015-04-02,97344.45965686493
2015-04-06,98090.13947359752
2015-04-07,98025.94423201375
2015-04-08,98417.48476378604
2015-04-09,98812.9655443735
2015-04-10,98958.45926663424
2015-04-13,99051.71609441661
2015-04-14,98843.32782921333
2015-04-15,98751.78240435351
2015-04-16,98419.98694007909
2015-04-17,97780.4638748558
2015-04-20,98719.78528309088
2015-04-21,99183.61419519951
2015-04-22,100818.4513600399
2015-04-23,100323.39432600535
2015-04-24,100178.02531222515
2015-04-27,102090.9200469002
2015-04-28,101290.9298713483
2015-04-29,101114.90708454805
2015-04-30,99378.99848550615
2015-05-01,100090.67455471793
2015-05-04,100479.25417140099
2015-05-05,99909.71473023861
2015-05-06,99646.43691889173
2015-05-07,100485.14250103947
2015-05-08,101646.39401537727
2015-05-11,102006.44686569081
2015-05-12,101671.17246516189
2015-05-13,101460.62519585369
2015-05-14,102472.84446760896
2015-05-15,102958.5088898088
2015-05-18,102962.37988287251
2015-05-19,102681.23998402599
2015-05-20,102976.23592368177
2015-05-21,103343.41043986635
2015-05-22,102865.9515609586
2015-05-26,102396.89238227071
2015-05-27,103642.88536296226
2015-05-28,103238.64812822439
2015-05-29,103008.70829395812
2015-06-01,103221.82475127077
2015-06-02,103117.46271503059
2015-06-03,103278.55509021984
2015-06-04,102909.38428429617
2015-06-05,102910.44708999452
2015-06-08,102261.40012916492
2015-06-09,103496.70919156776
2015-06-10,105317.2162365112
2015-06-11,105278.94738366677
2015-06-12,104899.66343190921
2015-06-15,104723.32342553706
2015-06-16,105477.91621897831
2015-06-17,104947.32524979649
2015-06-18,105546.4595404948
2015-06-19,104764.66105648673
2015-06-22,106145.16036118937
2015-06-23,106782.41032411628
2015-06-24,106410.00087320394
2015-06-25,105374.57684199659
2015-06-26,104825.14888170251
2015-06-29,103108.68286320397
2015-06-30,104015.06785853511
2015-07-01,104012.55297372183
2015-07-02,103669.43692087405
2015-07-06,103807.49886522062
2015-07-07,103179.19254094597
2015-07-08,102257.21413437797
2015-07-09,103103.33532954329
2015-07-10,104489.65019237265
2015-07-13,106624.37529567514
2015-07-14,106864.13546658645
2015-07-15,106110.38991821981
