date,value,cash,stocks_value,year
2015-01-02,99910.0,9910.000000000007,90000.0,2015
2015-01-05,98480.9441186919,9910.000000000007,88570.94411869188,2015
2015-01-06,97629.42619567108,9910.000000000007,87719.42619567107,2015
2015-01-07,98556.80561402653,9910.000000000007,88646.80561402651,2015
2015-01-08,100214.81170848093,9910.000000000007,90304.81170848092,2015
2015-01-09,99551.42518501304,9910.000000000007,89641.42518501304,2015
2015-01-12,97876.61411041586,9910.000000000007,87966.61411041586,2015
2015-01-13,97338.93622974842,9910.000000000007,87428.93622974842,2015
2015-01-14,96787.48877978104,9910.000000000007,86877.48877978102,2015
2015-01-15,95413.15419731507,9910.000000000007,85503.15419731506,2015
2015-01-16,97502.88353937474,9910.000000000007,87592.88353937474,2015
2015-01-20,98288.43053695804,9910.000000000007,88378.43053695804,2015
2015-01-21,99729.36223479256,9910.000000000007,89819.36223479254,2015
2015-01-22,101574.45816176996,9910.000000000007,91664.45816176996,2015
2015-01-23,101875.15141886519,9910.000000000007,91965.15141886518,2015
2015-01-26,102579.09883024369,9910.000000000007,92669.09883024367,2015
2015-01-27,101101.04636852941,9910.000000000007,91191.0463685294,2015
2015-01-28,98692.09774714048,9910.000000000007,88782.09774714048,2015
2015-01-29,100423.7012232152,9910.000000000007,90513.7012232152,2015
2015-01-30,102582.63338280658,9910.000000000007,92672.63338280657,2015
2015-02-02,105091.31793497517,9910.000000000007,95181.31793497516,2015
2015-02-03,107097.57485665192,9910.000000000007,97187.57485665192,2015
2015-02-04,105144.51597520692,9910.000000000007,95234.51597520692,2015
2015-02-05,106889.48151675865,9910.000000000007,96979.48151675865,2015
2015-02-06,106079.4226911806,9910.000000000007,96169.4226911806,2015
2015-02-09,105717.49525425263,10486.041216791557,95231.45403746108,2015
2015-02-10,109284.66269450376,10486.041216791557,98798.62147771221,2015
2015-02-11,109364.0578145505,10486.041216791557,98878.01659775895,2015
2015-02-12,110849.09701812573,10486.041216791557,100363.05580133418,2015
2015-02-13,111627.63638901897,10486.041216791557,101141.5951722274,2015
2015-02-17,112537.58652197791,10486.041216791557,102051.54530518636,2015
2015-02-18,112081.47986656695,10486.041216791557,101595.43864977539,2015
2015-02-19,111678.37069742888,10486.041216791557,101192.32948063732,2015
2015-02-20,112234.5405905921,10486.041216791557,101748.49937380056,2015
2015-02-23,111775.5048316046,10486.041216791557,101289.46361481305,2015
2015-02-24,111860.41382240955,10486.041216791557,101374.372605618,2015
2015-02-25,111389.15786885389,10486.041216791557,100903.11665206232,2015
2015-02-26,111387.8747454175,10486.041216791557,100901.83352862594,2015
2015-02-27,111107.19254737833,10486.041216791557,100621.15133058678,2015
2015-03-02,112193.89575393844,10486.041216791557,101707.85453714688,2015
2015-03-03,110322.594323172,10486.041216791557,99836.55310638045,2015
2015-03-04,109865.74237181744,10486.041216791557,99379.70115502589,2015
2015-03-05,109763.12917312852,10486.041216791557,99277.08795633697,2015
2015-03-06,108436.26042593678,10486.041216791557,97950.21920914523,2015
2015-03-09,108651.99682171317,10777.112286089286,97874.88453562389,2015
2015-03-10,107414.64803007123,10777.112286089286,96637.53574398195,2015
2015-03-11,108315.95034482074,10777.112286089286,97538.83805873145,2015
2015-03-12,108444.74335409337,10777.112286089286,97667.63106800408,2015
2015-03-13,108470.31902181637,10777.112286089286,97693.20673572709,2015
2015-03-16,109547.79986226957,10777.112286089286,98770.6875761803,2015
2015-03-17,108954.77238701636,10777.112286089286,98177.66010092708,2015
2015-03-18,109641.89533495493,10777.112286089286,98864.78304886565,2015
2015-03-19,108825.16748007256,10777.112286089286,98048.05519398327,2015
2015-03-20,110281.56757669579,10777.112286089286,99504.45529060651,2015
2015-03-23,109064.9138173257,10777.112286089286,98287.80153123642,2015
2015-03-24,108634.9148899418,10777.112286089286,97857.80260385251,2015
2015-03-25,105198.69009264087,10777.112286089286,94421.57780655158,2015
2015-03-26,104416.43101897175,10777.112286089286,93639.31873288246,2015
2015-03-27,103973.07821799978,10777.112286089286,93195.96593191048,2015
2015-03-30,104895.89335519366,10777.112286089286,94118.78106910439,2015
2015-03-31,104474.26462059948,10777.112286089286,93697.1523345102,2015
2015-04-01,104644.31685054975,10777.112286089286,93867.20456446045,2015
2015-04-02,105109.31833109021,10777.112286089286,94332.20604500092,2015
2015-04-06,107303.02572343888,10777.112286089286,96525.91343734959,2015
2015-04-07,106621.36865779036,5234.7511462535695,101386.61751153678,2015
2015-04-08,108014.97876089433,5234.7511462535695,102780.22761464075,2015
2015-04-09,108564.92288515429,5234.7511462535695,103330.17173890072,2015
2015-04-10,109385.03241938015,5234.7511462535695,104150.28127312659,2015
2015-04-13,109079.166796215,5234.7511462535695,103844.41564996143,2015
2015-04-14,108343.45859875195,5234.7511462535695,103108.70745249838,2015
2015-04-15,110014.85066798003,5234.7511462535695,104780.09952172646,2015
2015-04-16,109865.61334878168,5234.7511462535695,104630.86220252811,2015
2015-04-17,108922.06814709507,5234.7511462535695,103687.3170008415,2015
2015-04-20,109359.31530557986,5234.7511462535695,104124.56415932628,2015
2015-04-21,111165.76522881974,5234.7511462535695,105931.01408256618,2015
2015-04-22,112380.94862855852,5234.7511462535695,107146.19748230494,2015
2015-04-23,112219.59579478044,5234.7511462535695,106984.84464852687,2015
2015-04-24,112078.89320002691,5234.7511462535695,106844.14205377335,2015
2015-04-27,113303.19980430102,5234.7511462535695,108068.44865804746,2015
2015-04-28,113505.77144571109,5234.7511462535695,108271.02029945751,2015
2015-04-29,112186.52133521897,5234.7511462535695,106951.7701889654,2015
2015-04-30,110801.64101125798,5234.7511462535695,105566.88986500441,2015
2015-05-01,113269.29618143267,5234.7511462535695,108034.54503517911,2015
2015-05-04,113538.21397417816,5234.7511462535695,108303.46282792458,2015
2015-05-05,111505.81424254284,5234.7511462535695,106271.06309628928,2015
2015-05-06,110914.10440721287,5234.7511462535695,105679.3532609593,2015
2015-05-07,112584.21989717137,11167.146623771092,101417.07327340028,2015
2015-05-08,114108.58040569336,11167.146623771092,102941.43378192226,2015
2015-05-11,113730.67759745478,11167.146623771092,102563.53097368368,2015
2015-05-12,112865.81328663579,11167.146623771092,101698.6666628647,2015
2015-05-13,112472.03657214643,11167.146623771092,101304.88994837533,2015
2015-05-14,113992.52520544085,11167.146623771092,102825.37858166975,2015
2015-05-15,113399.66380953073,11167.146623771092,102232.51718575963,2015
2015-05-18,114053.94279828886,11167.146623771092,102886.79617451776,2015
2015-05-19,114197.39207503307,11167.146623771092,103030.24545126197,2015
2015-05-20,114399.31268940453,11167.146623771092,103232.16606563343,2015
2015-05-21,114267.92440829979,11167.146623771092,103100.7777845287,2015
2015-05-22,114139.28523214883,11167.146623771092,102972.13860837775,2015
2015-05-26,113925.34847920653,11167.146623771092,102758.20185543544,2015
2015-05-27,115578.93628941124,11167.146623771092,104411.78966564014,2015
2015-05-28,115486.68443129584,11167.146623771092,104319.53780752476,2015
2015-05-29,115047.05366033828,11167.146623771092,103879.90703656718,2015
2015-06-01,115335.03895419696,11167.146623771092,104167.89233042586,2015
2015-06-02,114742.64456811963,11167.146623771092,103575.49794434855,2015
2015-06-03,115410.94950126173,11167.146623771092,104243.80287749063,2015
2015-06-04,115459.1585254694,11167.146623771092,104292.01190169831,2015
2015-06-05,115443.82913049805,11167.146623771092,104276.68250672697,2015
2015-06-08,114381.24340109035,5615.734937013687,108765.50846407667,2015
2015-06-09,114408.09818987927,5615.734937013687,108792.36325286557,2015
2015-06-10,115778.957888503,5615.734937013687,110163.22295148933,2015
2015-06-11,115626.1455695664,5615.734937013687,110010.41063255271,2015
2015-06-12,115081.47238760022,5615.734937013687,109465.73745058654,2015
2015-06-15,114440.66099011741,5615.734937013687,108824.92605310371,2015
2015-06-16,114419.65574294151,5615.734937013687,108803.92080592783,2015
2015-06-17,114713.07472536233,5615.734937013687,109097.33978834865,2015
2015-06-18,115879.30823329865,5615.734937013687,110263.57329628497,2015
2015-06-19,115786.35243103487,5615.734937013687,110170.6174940212,2015
2015-06-22,116786.85426859741,5615.734937013687,111171.11933158373,2015
2015-06-23,116333.81435114433,5615.734937013687,110718.07941413065,2015
2015-06-24,115266.60862665923,5615.734937013687,109650.87368964555,2015
2015-06-25,115190.78395196208,5615.734937013687,109575.04901494838,2015
2015-06-26,113548.85809933144,5615.734937013687,107933.12316231776,2015
2015-06-29,110482.6878183913,5615.734937013687,104866.95288137763,2015
2015-06-30,111321.32908599029,5615.734937013687,105705.59414897661,2015
2015-07-01,110743.3375152188,5615.734937013687,105127.60257820511,2015
2015-07-02,111041.00668549543,5615.734937013687,105425.27174848174,2015
2015-07-06,111026.22963542017,5615.734937013687,105410.49469840647,2015
2015-07-07,111259.9778517778,5462.491280346032,105797.48657143177,2015
2015-07-08,110073.24559163098,5462.491280346032,104610.75431128495,2015
2015-07-09,109642.26423121124,5462.491280346032,104179.77295086521,2015
2015-07-10,110755.18701297799,5462.491280346032,105292.69573263195,2015
2015-07-13,111373.58198270464,5462.491280346032,105911.0907023586,2015
2015-07-14,113854.77101871234,5462.491280346032,108392.27973836631,2015
2015-07-15,113091.6828568628,5462.491280346032,107629.19157651677,2015
2015-07-16,114798.77817593908,5462.491280346032,109336.28689559305,2015
2015-07-17,115064.60998925634,5462.491280346032,109602.1187089103,2015
2015-07-20,112989.89458300656,5462.491280346032,107527.40330266053,2015
2015-07-21,113021.7016655806,5462.491280346032,107559.21038523456,2015
2015-07-22,110710.469361828,5462.491280346032,105247.97808148197,2015
2015-07-23,111676.92684377111,5462.491280346032,106214.43556342508,2015
2015-07-24,110595.39460299595,5462.491280346032,105132.90332264992,2015
2015-07-27,109925.16716287084,5462.491280346032,104462.67588252481,2015
2015-07-28,112739.19367442199,5462.491280346032,107276.70239407595,2015
2015-07-29,113845.35060569955,5462.491280346032,108382.85932535352,2015
2015-07-30,114061.42927737704,5462.491280346032,108598.93799703101,2015
2015-07-31,112255.3100046573,5462.491280346032,106792.81872431126,2015
2015-08-03,113154.92477971244,5462.491280346032,107692.43349936641,2015
2015-08-04,113566.50748952366,5462.491280346032,108104.01620917763,2015
2015-08-05,114046.37462364124,5462.491280346032,108583.88334329521,2015
2015-08-06,112943.99657238982,5462.491280346032,107481.50529204379,2015
2015-08-07,115351.37972368108,11441.619187885895,103909.76053579518,2015
2015-08-10,116925.2301182784,11441.619187885895,105483.6109303925,2015
2015-08-11,114671.99207484431,11441.619187885895,103230.37288695842,2015
2015-08-12,115208.91589853792,11441.619187885895,103767.29671065202,2015
2015-08-13,115556.97120242653,11441.619187885895,104115.35201454064,2015
2015-08-14,115333.16314512605,11441.619187885895,103891.54395724015,2015
2015-08-17,117696.81594255817,11441.619187885895,106255.19675467227,2015
2015-08-18,117148.06403372342,11441.619187885895,105706.44484583753,2015
2015-08-19,116647.5775700218,11441.619187885895,105205.9583821359,2015
2015-08-20,112935.16520575687,11441.619187885895,101493.54601787098,2015
2015-08-21,108972.78836673454,11441.619187885895,97531.16917884865,2015
2015-08-24,104816.50194204788,30197.735633776643,74618.76630827124,2015
2015-08-25,105059.57603456236,30197.735633776643,74861.84040078572,2015
2015-08-26,108422.09786879671,30197.735633776643,78224.36223502007,2015
2015-08-27,110465.62965208928,30197.735633776643,80267.89401831264,2015
2015-08-28,110540.84309172994,30197.735633776643,80343.1074579533,2015
2015-08-31,109742.70807296006,30197.735633776643,79544.97243918342,2015
2015-09-01,107599.93358959965,30197.735633776643,77402.19795582301,2015
2015-09-02,109974.79936379813,30197.735633776643,79777.06373002149,2015
2015-09-03,109582.4792164169,30197.735633776643,79384.74358264027,2015
2015-09-04,109081.1824775162,30197.735633776643,78883.44684373956,2015
2015-09-08,111046.54825116212,46046.29237454447,65000.25587661765,2015
2015-09-09,109881.83683371387,46046.29237454447,63835.54445916939,2015
2015-09-10,110329.57935488924,46046.29237454447,64283.28698034477,2015
2015-09-11,110542.6170698338,46046.29237454447,64496.32469528933,2015
2015-09-14,110314.9539867322,46046.29237454447,64268.66161218773,2015
2015-09-15,111525.19548288209,46046.29237454447,65478.90310833762,2015
2015-09-16,112437.75916725295,46046.29237454447,66391.46679270848,2015
2015-09-17,111532.83782639496,46046.29237454447,65486.545451850485,2015
2015-09-18,110095.92921694208,46046.29237454447,64049.63684239761,2015
2015-09-21,110723.29694098787,46046.29237454447,64677.0045664434,2015
2015-09-22,110207.04481558039,46046.29237454447,64160.75244103591,2015
2015-09-23,109989.1604217698,46046.29237454447,63942.86804722533,2015
2015-09-24,109868.34511173263,46046.29237454447,63822.05273718817,2015
2015-09-25,110505.18342415249,46046.29237454447,64458.89104960803,2015
2015-09-28,109088.55083656275,46046.29237454447,63042.258462018275,2015
2015-09-29,109448.74712334301,46046.29237454447,63402.45474879854,2015
2015-09-30,110821.28537961573,46046.29237454447,64774.99300507126,2015
2015-10-01,110932.66880037838,46046.29237454447,64886.37642583391,2015
2015-10-02,111826.73744314146,46046.29237454447,65780.445068597,2015
2015-10-05,113797.96046469716,46046.29237454447,67751.66809015269,2015
2015-10-06,114492.41163255129,46046.29237454447,68446.11925800682,2015
2015-10-07,114929.96674119124,40176.8988652976,74753.06787589364,2015
2015-10-08,115662.95518974354,40176.8988652976,75486.05632444595,2015
2015-10-09,114579.79539235609,40176.8988652976,74402.89652705849,2015
2015-10-12,114021.69619898313,40176.8988652976,73844.79733368554,2015
2015-10-13,113062.2309421627,40176.8988652976,72885.3320768651,2015
2015-10-14,113040.51351197515,40176.8988652976,72863.61464667755,2015
2015-10-15,113474.47992597087,40176.8988652976,73297.58106067327,2015
2015-10-16,114196.53060981173,40176.8988652976,74019.63174451413,2015
2015-10-19,114941.78254851262,40176.8988652976,74764.88368321503,2015
2015-10-20,112682.42512044661,40176.8988652976,72505.52625514902,2015
2015-10-21,112942.48987207157,40176.8988652976,72765.59100677398,2015
2015-10-22,114274.72585741623,53636.600337191245,60638.12552022498,2015
2015-10-23,114579.67573100413,53636.600337191245,60943.07539381289,2015
2015-10-26,115200.46314466035,53636.600337191245,61563.86280746911,2015
2015-10-27,116078.33484159868,53636.600337191245,62441.73450440744,2015
2015-10-28,116069.33111855332,53636.600337191245,62432.73078136207,2015
2015-10-29,116256.27206355022,53636.600337191245,62619.67172635898,2015
2015-10-30,115149.59823565168,53636.600337191245,61512.99789846044,2015
2015-11-02,116700.75066926835,53636.600337191245,63064.15033207711,2015
2015-11-03,115946.50382808974,53636.600337191245,62309.90349089849,2015
2015-11-04,117511.54042770111,53636.600337191245,63874.94009050987,2015
2015-11-05,117939.45558165092,53636.600337191245,64302.855244459686,2015
2015-11-06,117909.14528611011,53636.600337191245,64272.54494891886,2015
2015-11-09,117124.86636804986,23349.953343190093,93774.91302485976,2015
2015-11-10,118237.5241310978,23349.953343190093,94887.57078790771,2015
2015-11-11,117822.53023215232,23349.953343190093,94472.57688896223,2015
2015-11-12,116054.96525149063,23349.953343190093,92705.01190830054,2015
2015-11-13,114152.97595052434,23349.953343190093,90803.02260733425,2015
2015-11-16,115095.85369784947,23349.953343190093,91745.90035465937,2015
2015-11-17,115666.92758154694,23349.953343190093,92316.97423835685,2015
2015-11-18,118219.6591909585,23349.953343190093,94869.7058477684,2015
2015-11-19,117225.73218286275,23349.953343190093,93875.77883967265,2015
2015-11-20,117789.01709972443,23349.953343190093,94439.06375653433,2015
2015-11-23,117502.46026545017,23349.953343190093,94152.50692226007,2015
2015-11-24,116930.65439400171,23349.953343190093,93580.70105081162,2015
2015-11-25,118068.3296930045,23349.953343190093,94718.37634981441,2015
2015-11-27,118327.72106325318,23349.953343190093,94977.76772006309,2015
2015-11-30,117251.7607687675,23349.953343190093,93901.80742557741,2015
2015-12-01,118739.30609281492,23349.953343190093,95389.35274962483,2015
2015-12-02,118275.4407673095,23349.953343190093,94925.4874241194,2015
2015-12-03,116556.24139464459,23349.953343190093,93206.2880514545,2015
2015-12-04,118822.52795502418,23349.953343190093,95472.57461183409,2015
2015-12-07,117328.28347810908,5760.424708073922,111567.85877003516,2015
2015-12-08,116258.0639885088,5760.424708073922,110497.63928043487,2015
2015-12-09,115930.32004326751,5760.424708073922,110169.89533519358,2015
2015-12-10,117614.84683074086,5760.424708073922,111854.42212266693,2015
2015-12-11,115464.45698555547,5760.424708073922,109704.03227748156,2015
2015-12-14,115769.44423109823,5760.424708073922,110009.01952302431,2015
2015-12-15,117406.05863794932,5760.424708073922,111645.63392987539,2015
2015-12-16,118535.14441899667,5760.424708073922,112774.71971092274,2015
2015-12-17,116807.01658433338,5760.424708073922,111046.59187625947,2015
2015-12-18,114981.88495816817,5760.424708073922,109221.46025009424,2015
2015-12-21,114511.91206347896,5760.424708073922,108751.48735540503,2015
2015-12-22,113930.24912573124,5760.424708073922,108169.8244176573,2015
2015-12-23,115051.88685343726,5760.424708073922,109291.46214536334,2015
2015-12-24,114708.36500030849,5760.424708073922,108947.94029223456,2015
2015-12-28,114028.46636413809,5760.424708073922,108268.04165606418,2015
