date,value
2015-01-02,99910.0
2015-01-05,98199.36248562572
2015-01-06,96791.79408833358
2015-01-07,97448.30620961878
2015-01-08,99132.73162499371
2015-01-09,98239.20367127101
2015-01-12,97202.56720768215
2015-01-13,96949.60284536619
2015-01-14,96497.26164704777
2015-01-15,94701.79852407746
2015-01-16,95800.41316166049
2015-01-20,95701.99749805586
2015-01-21,96446.85796545737
2015-01-22,98007.3703827353
2015-01-23,98112.50496933266
2015-01-26,98028.69197749323
2015-01-27,96777.24356162472
2015-01-28,96259.7452786525
2015-01-29,97107.3465866282
2015-01-30,96892.91300412698
2015-02-02,96646.33626905092
2015-02-03,97080.36079134714
2015-02-04,97091.77675597786
2015-02-05,97589.89077794782
2015-02-06,97655.35507330034
2015-02-09,96883.00891014434
2015-02-10,97985.14255174142
2015-02-11,98437.50817189852
2015-02-12,99365.49210416131
2015-02-13,100082.45906246328
2015-02-17,99706.92033914164
2015-02-18,99737.42994450778
2015-02-19,100206.13773913773
2015-02-20,100828.61264703881
2015-02-23,100957.23642681687
2015-02-24,101048.77357267261
2015-02-25,101093.47893067132
2015-02-26,101661.46141472035
2015-02-27,101115.91489284874
2015-03-02,102327.71897924996
2015-03-03,102281.88416380066
2015-03-04,101765.376676647
2015-03-05,101875.21775667046
2015-03-06,100810.2568416726
2015-03-09,101167.35336123283
2015-03-10,99626.41025904505
2015-03-11,99244.35261128705
2015-03-12,100100.36867610265
2015-03-13,99120.76783912309
2015-03-16,100011.4294404479
2015-03-17,100181.8373950472
2015-03-18,101456.72364737053
2015-03-19,102070.30219339627
2015-03-20,102406.34068151489
2015-03-23,102154.22180937868
2015-03-24,102343.06284280453
2015-03-25,100004.67863642932
2015-03-26,99611.76389849819
2015-03-27,99831.46432040868
2015-03-30,100604.79712134179
2015-03-31,99704.17844906566
2015-04-01,99057.84689231539
2015-04-02,98934.31111023239
2015-04-06,100106.3483561315
2015-04-07,100085.32741858356
2015-04-08,100775.28717678385
2015-04-09,100785.88996614325
2015-04-10,100808.44276977496
2015-04-13,100874.89798635458
2015-04-14,100765.93797651917
2015-04-15,100208.75352817046
2015-04-16,100222.16016978076
2015-04-17,99263.9978337931
2015-04-20,100571.01194109143
2015-04-21,101224.77864887481
2015-04-22,103088.78623939757
2015-04-23,103066.6061726365
2015-04-24,103261.03968238506
2015-04-27,104682.91819054712
2015-04-28,103504.6393022144
2015-04-29,102217.59381347129
2015-04-30,99719.46535724543
2015-05-01,100716.53408914462
2015-05-04,101129.69720517276
2015-05-05,100459.50103923303
2015-05-06,100055.49793298665
2015-05-07,100918.46779716105
2015-05-08,102458.38854953831
2015-05-11,102637.33334577836
2015-05-12,102133.86122111534
2015-05-13,102118.16798175806
2015-05-14,103331.14801973378
2015-05-15,103797.4524778514
2015-05-18,104018.03531944468
2015-05-19,103759.86035314837
2015-05-20,104032.33992381822
2015-05-21,104572.46860842094
2015-05-22,104003.501687871
2015-05-26,103256.91023913173
2015-05-27,104874.22094944048
2015-05-28,104482.81930855893
2015-05-29,104206.09924599198
2015-06-01,104534.87507918704
2015-06-02,104523.97729047568
2015-06-03,105038.73281139729
2015-06-04,104415.34327350871
2015-06-05,104720.67673516893
2015-06-08,103842.14854829303
2015-06-09,105009.0585728173
2015-06-10,107402.40156215595
2015-06-11,107305.40776583165
2015-06-12,106583.20312990271
2015-06-15,106322.3520492423
2015-06-16,106982.18250038536
2015-06-17,106568.61960337943
2015-06-18,107737.93175444703
2015-06-19,107230.09671729249
2015-06-22,108983.29415330607
2015-06-23,109573.32437522881
2015-06-24,108693.73493530691
2015-06-25,107678.68474226214
2015-06-26,107036.19744341714
2015-06-29,104051.51236146523
2015-06-30,105243.18279328864
2015-07-01,105759.83399529557
2015-07-02,105295.93621850491
2015-07-06,105360.98531372914
2015-07-07,104830.07552086323
2015-07-08,103371.45427238439
2015-07-09,104451.59849797528
2015-07-10,106139.97586086993
2015-07-13,108709.4942097951
2015-07-14,108956.79244687571
2015-07-15,107676.9708469183
2015-07-16,113342.34085011622
2015-07-17,114604.9506520526
2015-07-20,114844.12159754003
2015-07-21,115060.97117674245
2015-07-22,114736.90043916536
2015-07-23,113668.07428377027
2015-07-24,116255.80715006837
2015-07-27,114719.7907405212
2015-07-28,115149.93776932987
2015-07-29,115808.27707818925
2015-07-30,116912.8893096352
2015-07-31,117199.38800752786
2015-08-03,116750.94961927796
2015-08-04,118855.92496025043
2015-08-05,120595.66771284175
2015-08-06,119686.00278536965
2015-08-07,118191.53755857205
2015-08-10,118154.39228198568
2015-08-11,119699.42355044463
2015-08-12,118848.5679800102
2015-08-13,120736.17224071112
2015-08-14,120854.16359936696
2015-08-17,121226.97317179997
2015-08-18,120621.54430995822
