date,value
2015-01-02,100000.0
2015-01-05,100000.0
2015-01-06,100000.0
2015-01-07,100000.0
2015-01-08,100000.0
2015-01-09,100000.0
2015-01-12,100000.0
2015-01-13,100000.0
2015-01-14,100000.0
2015-01-15,100000.0
2015-01-16,100000.0
2015-01-20,100000.0
2015-01-21,100000.0
2015-01-22,100000.0
2015-01-23,100000.0
2015-01-26,100000.0
2015-01-27,100000.0
2015-01-28,100000.0
2015-01-29,100000.0
2015-01-30,100000.0
2015-02-02,100000.0
2015-02-03,100000.0
2015-02-04,100000.0
2015-02-05,100000.0
2015-02-06,100000.0
2015-02-09,100000.0
2015-02-10,100000.0
2015-02-11,100076.08348082029
2015-02-12,102795.86895559235
2015-02-13,104049.18257795325
2015-02-17,104751.41984469016
2015-02-18,105219.8246043475
2015-02-19,105951.56918934014
2015-02-20,106732.56619547035
2015-02-23,105599.7681548591
2015-02-24,107209.35482935776
2015-02-25,107640.24967506196
2015-02-26,107854.77464087695
2015-02-27,107278.4873053595
2015-03-02,107938.10762601095
2015-03-03,106778.8348963627
2015-03-04,107091.02456284508
2015-03-05,107097.60998977594
2015-03-06,104904.09696287828
2015-03-09,104930.77417867562
2015-03-10,103369.00931728384
2015-03-11,103768.3855377512
2015-03-12,104762.85960292268
2015-03-13,104193.14457887497
2015-03-16,105639.32565757509
2015-03-17,106391.37543122459
2015-03-18,108310.19464411987
2015-03-19,108141.90103746175
2015-03-20,108618.63133221415
2015-03-23,109180.72351367373
2015-03-24,109931.28627772503
2015-03-25,107660.57048736783
2015-03-26,107106.41998893753
2015-03-27,106394.54852170573
2015-03-30,108247.44861571713
2015-03-31,107758.0278083372
2015-04-01,107435.39767812114
2015-04-02,108701.4692421827
2015-04-06,110814.99009121537
2015-04-07,110462.9735246366
2015-04-08,111109.14320555923
2015-04-09,111890.90655731865
2015-04-10,111710.68175841175
2015-04-13,111772.48383933984
2015-04-14,110491.17722250496
2015-04-15,110956.55553260857
2015-04-16,110505.78960857341
2015-04-17,109644.16784963699
2015-04-20,110238.64913625029
2015-04-21,111012.74079184174
2015-04-22,112191.03080844875
2015-04-23,112300.39504807386
2015-04-24,112862.84755792448
2015-04-27,113652.85336239733
2015-04-28,113954.39287497534
2015-04-29,113143.02471505279
2015-04-30,111338.19722379673
2015-05-01,110581.12560309541
2015-05-04,111158.28510399349
2015-05-05,110067.05288795961
2015-05-06,109317.7327910237
2015-05-07,110665.20540892231
2015-05-08,109475.77512201483
2015-05-11,109468.51447292452
2015-05-12,109850.08849355487
2015-05-13,109878.92048753583
2015-05-14,110750.39183830454
2015-05-15,111158.7693783881
2015-05-18,111482.15072591019
2015-05-19,112694.04699051837
2015-05-20,112505.64755088832
2015-05-21,112524.73882290383
2015-05-22,108073.63880942806
2015-05-26,107123.58238468251
2015-05-27,108957.4145431327
2015-05-28,109403.72553379848
2015-05-29,109673.73410912542
2015-06-01,110225.06351146378
2015-06-02,109574.91763253763
2015-06-03,109151.62160081077
2015-06-04,109153.56583701173
2015-06-05,109649.42347335725
2015-06-08,109964.49204987644
2015-06-09,109813.25274157285
2015-06-10,109463.24229633516
2015-06-11,110125.23688147761
2015-06-12,108410.26339116335
2015-06-15,106719.04128336802
2015-06-16,107252.48107075834
2015-06-17,107466.07890400865
2015-06-18,108520.84870340809
2015-06-19,107345.3621192875
2015-06-22,106866.18319880309
2015-06-23,105484.61838516341
2015-06-24,105498.44394429993
2015-06-25,105738.97807474251
2015-06-26,104557.69736437387
2015-06-29,104102.09370703863
2015-06-30,104168.01914007666
2015-07-01,105180.96034027792
2015-07-02,105057.47463258656
2015-07-06,104908.2072147738
2015-07-07,104793.60557499966
2015-07-08,104895.5730831029
2015-07-09,104335.51126901965
2015-07-10,106578.62857298617
2015-07-13,107547.66236540591
2015-07-14,110438.93421966025
2015-07-15,108876.67298458437
2015-07-16,110032.34936234509
2015-07-17,110682.4547844824
2015-07-20,110402.48662273725
2015-07-21,108753.99457081521
2015-07-22,106383.28955517753
2015-07-23,107001.31801084231
2015-07-24,105345.1561507566
2015-07-27,103059.74056840224
2015-07-28,107551.54199184597
2015-07-29,109338.03206268857
2015-07-30,109343.53395018828
2015-07-31,107713.38464229458
2015-08-03,109621.55819906153
2015-08-04,108997.4857193284
2015-08-05,109938.37480854518
2015-08-06,106941.56890051698
2015-08-07,109440.98332711223
2015-08-10,110208.626235759
2015-08-11,105468.79814284678
2015-08-12,106400.56036506692
2015-08-13,105950.63971441428
2015-08-14,105747.71426817181
2015-08-17,107669.42279243225
2015-08-18,107285.46354721287
2015-08-19,105729.0963496739
2015-08-20,101483.69922701507
2015-08-21,97188.96073530999
2015-08-24,92912.39544988613
2015-08-25,92644.1354348315
2015-08-26,95257.21665249509
2015-08-27,102899.39095263687
2015-08-28,104608.5545162405
2015-08-31,104718.95218143845
2015-09-01,100170.45569455031
2015-09-02,103452.82342455258
2015-09-03,102918.23047247075
2015-09-04,101929.88056957671
2015-09-08,105197.93587701082
2015-09-09,105029.02718724833
2015-09-10,106900.6725238317
2015-09-11,106859.73828381726
2015-09-14,107083.46343839138
2015-09-15,108743.31562836109
2015-09-16,110697.05866343697
2015-09-17,110572.86416450368
2015-09-18,108680.87118964778
2015-09-21,109444.22502500196
2015-09-22,107005.91644925045
2015-09-23,106031.3380622981
2015-09-24,106301.96526974629
2015-09-25,105261.9177378199
2015-09-28,101376.20602283739
2015-09-29,100659.59916310036
2015-09-30,103049.05347141315
2015-10-01,103253.66899982904
2015-10-02,108848.07695781098
2015-10-05,112350.95064244315
2015-10-06,113970.57942450426
2015-10-07,114780.9319367868
2015-10-08,117042.87353715344
2015-10-09,116469.28450282803
2015-10-12,115240.30552926751
2015-10-13,114798.5688531803
2015-10-14,115372.6403226781
2015-10-15,117434.97436424722
2015-10-16,117881.14787521056
2015-10-19,116233.44133617416
2015-10-20,115150.54446584501
2015-10-21,113395.86716885566
2015-10-22,115121.65132496685
2015-10-23,120881.54072411249
2015-10-26,121522.95040463853
2015-10-27,120306.82515765706
2015-10-28,122007.37470592551
2015-10-29,122597.59468809256
2015-10-30,122007.7639955286
2015-11-02,124303.31291346985
2015-11-03,125843.27655466618
2015-11-04,126006.53641813499
2015-11-05,127104.60489879297
2015-11-06,126473.66034557298
2015-11-09,124446.19863512488
2015-11-10,124831.48276753144
2015-11-11,124229.21830580967
2015-11-12,122159.933777814
2015-11-13,121053.75115775787
2015-11-16,123230.95624674794
2015-11-17,123755.63201071558
2015-11-18,127011.45379923865
2015-11-19,127495.18613289463
2015-11-20,126648.66765392409
2015-11-23,126296.02338255476
2015-11-24,125313.15228058002
2015-11-25,126576.67336247675
2015-11-27,127799.17107168015
2015-11-30,127271.34396447055
2015-12-01,128131.06406274912
2015-12-02,126945.09174064186
2015-12-03,124306.51070809833
2015-12-04,126487.19555833585
2015-12-07,125399.3858169092
2015-12-08,125554.66289831144
2015-12-09,123169.45333847715
2015-12-10,124379.73972826448
2015-12-11,119243.99450139914
2015-12-14,119617.36223554968
2015-12-15,119945.37909155455
2015-12-16,123168.3783921069
2015-12-17,120835.83293547019
2015-12-18,119032.70636524353
2015-12-21,119654.25485322619
2015-12-22,120275.98099037867
2015-12-23,122173.53704017428
2015-12-24,121222.63663488554
2015-12-28,120617.39837777898
2015-12-29,122823.22698675396
2015-12-30,121899.77209553393
2015-12-31,122102.53733997318
2016-01-04,117799.92624524451
2016-01-05,117837.81901628693
2016-01-06,114399.1183451429
2016-01-07,110606.68142445579
2016-01-08,110815.61927785243
2016-01-11,109876.10652790946
2016-01-12,110095.18391349891
2016-01-13,102825.93555268913
2016-01-14,106525.75567435891
2016-01-15,102483.02035877627
2016-01-19,101878.1589394311
2016-01-20,100499.97977141474
2016-01-21,104625.20770613907
2016-01-22,109204.2692313286
2016-01-25,106883.26590075411
2016-01-26,108487.3121437192
2016-01-27,105675.99844968472
2016-01-28,111338.7016026236
2016-01-29,111024.35166397042
2016-02-01,109608.62974557924
2016-02-02,106605.4663286439
2016-02-03,104789.13152184492
2016-02-04,105331.54749629054
2016-02-05,100782.49354888387
2016-02-08,95652.06785597326
2016-02-09,93663.78667895644
2016-02-10,93985.09614008815
2016-02-11,96573.51338781751
2016-02-12,96778.11729153038
2016-02-16,99223.80434691452
2016-02-17,102726.64841752162
2016-02-18,101892.33500832993
2016-02-19,101742.2104951651
2016-02-22,104819.02660697671
2016-02-23,102794.51382698686
2016-02-24,104371.42932553832
2016-02-25,105633.09419083479
2016-02-26,105592.84244846285
2016-02-29,105840.93358289314
2016-03-01,109376.57625248417
2016-03-02,110049.23987680151
2016-03-03,110782.59975250464
2016-03-04,111551.00523915574
2016-03-07,110525.88023627714
2016-03-08,108620.80131573728
2016-03-09,110687.41216920357
2016-03-10,109106.20025488688
2016-03-11,111119.43335270426
2016-03-14,112854.60950537685
2016-03-15,112453.51282735604
2016-03-16,115972.68493826687
2016-03-17,117075.72402024156
2016-03-18,118801.92937406481
2016-03-21,119428.62106271627
2016-03-22,119107.52372711299
2016-03-23,114350.88057319181
2016-03-24,115921.78276584536
2016-03-28,116516.52645621989
2016-03-29,117902.4977674731
2016-03-30,117912.85196700714
2016-03-31,119051.3348350792
2016-04-01,119240.94965789244
2016-04-04,118445.76446650195
2016-04-05,119397.63344814583
2016-04-06,122088.83771353414
2016-04-07,119768.42828685396
2016-04-08,120038.29880839735
2016-04-11,120370.50212894031
2016-04-12,123845.14155729553
2016-04-13,125733.00339494827
2016-04-14,125700.56179185266
2016-04-15,126044.82669613216
2016-04-18,126843.88377513956
2016-04-19,128541.77653574185
2016-04-20,129774.390236342
2016-04-21,128034.65829557822
2016-04-22,128913.9562133812
2016-04-25,127376.31720342254
2016-04-26,128485.1011626755
2016-04-27,131514.04008459914
2016-04-28,131275.09131164782
2016-04-29,131958.5811635286
2016-05-02,131098.47653322492
2016-05-03,125506.36474486985
2016-05-04,122477.7485608421
